task,string_square_sequence,program,distinct_programs,most_frequent_program,abs_count,task_freq,rel_count
84,807061514130,[{'frssl': 1}],1.0,frssl,1.0,1803.0,0.0005546311702717693
84,807061514131,[{'frR3{f}': 1}],1.0,frR3{f},1.0,1803.0,0.0005546311702717693
84,80706151413121,[{'frffff': 2}],1.0,frffff,2.0,1803.0,0.0011092623405435386
84,8070615141312111,[{'frR5{f}': 1}],1.0,frR5{f},1.0,1803.0,0.0005546311702717693
84,80706151413121110081,[{'frR5{f}l': 1}],1.0,frR5{f}l,1.0,1803.0,0.0005546311702717693
84,8070615141312111008171,[{'frR5{f}lf': 1}],1.0,frR5{f}lf,1.0,1803.0,0.0005546311702717693
84,807061514131211100817162524232221201,[{'R2{frR5{f}l}': 2}],1.0,R2{frR5{f}l},2.0,1803.0,0.0011092623405435386
84,807061514131211101,[{'frR6{f}': 4}],1.0,frR6{f},4.0,1803.0,0.0022185246810870773
84,807061514131211101-11,[{'frR7{f}': 2}],1.0,frR7{f},2.0,1803.0,0.0011092623405435386
84,807061514131211101-12,"[{'frR6{f}rs': 1, 'frR6{f}R3{r}': 1}]",2.0,frR6{f}rs,2.0,1803.0,0.0011092623405435386
84,8070615142,[{'R2{fr}': 2}],1.0,R2{fr},2.0,1803.0,0.0011092623405435386
84,8070615142322313,[{'frsR2{rs}': 1}],1.0,frsR2{rs},1.0,1803.0,0.0005546311702717693
84,807061514232231303-13,[{'R3{fr}R3{f}': 1}],1.0,R3{fr}R3{f},1.0,1803.0,0.0005546311702717693
84,80706151423323,[{'frfrrf': 1}],1.0,frfrrf,1.0,1803.0,0.0005546311702717693
84,8070615241,[{'fR2{}rrl': 1}],1.0,fR2{}rrl,1.0,1803.0,0.0005546311702717693
84,80706152433221100-1,[{'R8{}fR3{r}R4{l}': 2}],1.0,R8{}fR3{r}R4{l},2.0,1803.0,0.0011092623405435386
84,807061524334231201-10,[{'fR4{r}R4{l}': 1}],1.0,fR4{r}R4{l},1.0,1803.0,0.0005546311702717693
84,8071,"[{'rR2{}': 2, 'r': 38, 'rR5{}': 2, 'R4{}r': 1, 'rR6{}': 3, 'rR2{}R2{}R2{}R2{}': 1, 'rR7{}': 1, 'rR3{}': 1}]",8.0,r,49.0,1803.0,0.027176927343316695
84,807160,[{'rR4{}l': 1}],1.0,rR4{}l,1.0,1803.0,0.0005546311702717693
84,8071605-1,"[{'R4{rR4{l}}': 3, 'R4{}rR4{l}R8{f}': 2, 'R3{rR4{l}}R8{f}': 2, 'R4{rR4{l}}R8{f}': 1, 'R2{rlll}': 1, 'R3{rlls}': 1}]",6.0,R4{rR4{l}},10.0,1803.0,0.005546311702717693
84,80716050,[{'rR4{}lR5{}fR8{}': 2}],1.0,rR4{}lR5{}fR8{},2.0,1803.0,0.0011092623405435386
84,807160504030201000817161524131211101-11,[{'R4{rlR8{f}}': 1}],1.0,R4{rlR8{f}},1.0,1803.0,0.0005546311702717693
84,80716050413020,[{'R2{rlf}': 2}],1.0,R2{rlf},2.0,1803.0,0.0011092623405435386
84,807160504130211000817261,[{'R2{rlfrl}': 1}],1.0,R2{rlfrl},1.0,1803.0,0.0005546311702717693
84,807160504130211000817261524131221102-11,[{'R10{rlfrl}': 1}],1.0,R10{rlfrl},1.0,1803.0,0.0005546311702717693
84,8071605140,[{'R2{rl}': 3}],1.0,R2{rl},3.0,1803.0,0.0016638935108153079
84,80716051403120,[{'R3{rl}': 1}],1.0,R3{rl},1.0,1803.0,0.0005546311702717693
84,80716051403120110081,[{'R4{rl}': 19}],1.0,R4{rl},19.0,1803.0,0.010537992235163616
84,8071605140312011008170605040302010008171,[{'R4{rl}lR8{f}': 1}],1.0,R4{rl}lR8{f},1.0,1803.0,0.0005546311702717693
84,8071605140312011008171,[{'R4{rl}R9{}f': 1}],1.0,R4{rl}R9{}f,1.0,1803.0,0.0005546311702717693
84,80716051403120110081716151413121,[{'R4{rl}R6{f}': 1}],1.0,R4{rl}R6{f},1.0,1803.0,0.0005546311702717693
84,8071605140312011008171615141312111,[{'R4{rl}R6{s}f': 1}],1.0,R4{rl}R6{s}f,1.0,1803.0,0.0005546311702717693
84,807160514031201100817161514131211101,[{'R4{rl}R8{f}': 15}],1.0,R4{rl}R8{f},15.0,1803.0,0.008319467554076539
84,8071605140312011008172,[{'rR4{lr}': 1}],1.0,rR4{lr},1.0,1803.0,0.0005546311702717693
84,8071605140312011008172615241,[{'R3{rlrl}': 1}],1.0,R3{rlrl},1.0,1803.0,0.0005546311702717693
84,807160514031201100817261524132,[{'rR6{lr}': 1}],1.0,rR6{lr},1.0,1803.0,0.0005546311702717693
84,807160514031201100817261524132211201,[{'R8{rl}': 1}],1.0,R8{rl},1.0,1803.0,0.0005546311702717693
84,807160514031201100817261524132211201-12,[{'R8{rlrl}': 1}],1.0,R8{rlrl},1.0,1803.0,0.0005546311702717693
84,80716051403120110081726252423222,[{'R4{rl}rR5{f}': 1}],1.0,R4{rl}rR5{f},1.0,1803.0,0.0005546311702717693
84,807161,"[{'rs': 6, 'rR6{}f': 1, 'rf': 1}]",3.0,rs,8.0,1803.0,0.004437049362174155
84,80716150,[{'rR6{}fl': 2}],1.0,rR6{}fl,2.0,1803.0,0.0011092623405435386
84,807161504-1,"[{'R2{R2{rfll}}': 1, 'R6{R2{rfll}}': 1}]",2.0,R2{R2{rfll}},2.0,1803.0,0.0011092623405435386
84,80716150403-1,"[{'R2{rR6{fl}}': 1, 'rR6{fl}f': 1, 'rR6{fl}': 5, 'rR2{fl}': 1}]",4.0,rR6{fl},8.0,1803.0,0.004437049362174155
84,8071615040302-1,"[{'rR6{flf}': 2, 'rR6{flfR2{}}': 1, 'rR6{flf}r': 1}]",3.0,rR6{flf},4.0,1803.0,0.0022185246810870773
84,807161504030211100817161524231211102-12,[{'R4{rflfs}': 1}],1.0,R4{rflfs},1.0,1803.0,0.0005546311702717693
84,80716150403121100081,[{'R2{rflf}': 1}],1.0,R2{rflf},1.0,1803.0,0.0005546311702717693
84,807161504031211000817262514132221101,[{'R4{rflf}': 3}],1.0,R4{rflf},3.0,1803.0,0.0016638935108153079
84,807161504031211000817262514132221101-12,"[{'rR6{flfr}': 3, 'R10{rflf}': 1}]",2.0,rR6{flfr},4.0,1803.0,0.0022185246810870773
84,807161504031221201-11,[{'R6{rflfr}': 1}],1.0,R6{rflfr},1.0,1803.0,0.0005546311702717693
84,807161504131201101-10,"[{'R9{rfl}': 3, 'R4{rfl}': 1, 'R2{R6{R2{rfl}}}': 1, 'R2{R2{R2{rfl}}}': 1}]",4.0,R9{rfl},6.0,1803.0,0.0033277870216306157
84,80716151,"[{'rR2{f}': 2, 'rR2{s}': 1}]",2.0,rR2{f},3.0,1803.0,0.0016638935108153079
84,8071615140,[{'rR2{f}l': 2}],1.0,rR2{f}l,2.0,1803.0,0.0011092623405435386
84,807161514030211101-10,[{'R9{rffls}': 1}],1.0,R9{rffls},1.0,1803.0,0.0005546311702717693
84,807161514031211100817262524132221201-12,[{'R9{rffl}': 2}],1.0,R9{rffl},2.0,1803.0,0.0011092623405435386
84,8071615141,[{'rR3{f}': 1}],1.0,rR3{f},1.0,1803.0,0.0005546311702717693
84,8071615141302010008170,[{'rR2{fffl}': 1}],1.0,rR2{fffl},1.0,1803.0,0.0005546311702717693
84,807161514130211101-11,"[{'R9{rffsl}': 1, 'R2{rfffl}': 1}]",2.0,R9{rffsl},2.0,1803.0,0.0011092623405435386
84,807161514131,"[{'rR4{f}': 4, 'rR4{s}': 1, 'rffff': 1, 'rffffR2{}': 1}]",4.0,rR4{f},7.0,1803.0,0.003882418191902385
84,807161514131201102-13,[{'rR4{f}lR3{r}': 1}],1.0,rR4{f}lR3{r},1.0,1803.0,0.0005546311702717693
84,80716151413121,"[{'rfffff': 5, 'rR5{f}': 6, 'rR5{s}': 1}]",3.0,rR5{f},12.0,1803.0,0.0066555740432612314
84,8071615141312110,[{'rR5{f}l': 1}],1.0,rR5{f}l,1.0,1803.0,0.0005546311702717693
84,80716151413121100081,[{'rR5{f}lf': 2}],1.0,rR5{f}lf,2.0,1803.0,0.0011092623405435386
84,807161514131211001-12,[{'rR5{f}lR3{r}': 1}],1.0,rR5{f}lR3{r},1.0,1803.0,0.0005546311702717693
84,8071615141312111,"[{'rR6{f}': 44, 'rR6{f}R2{}': 1, 'rR2{fff}': 1, 'rR6{s}': 2}]",4.0,rR6{f},48.0,1803.0,0.026622296173044926
84,80716151413121110081,"[{'rR6{f}lR2{}R2{}': 1, 'rR6{f}l': 87, 'rR3{ff}l': 1, 'rR6{s}l': 4, 'rR6{f}lR2{}': 2, 'rR6{f}lR4{}': 2, 'rR6{f}lR3{}': 1}]",7.0,rR6{f}l,98.0,1803.0,0.05435385468663339
84,8071615141312111008170,[{'rR6{f}R2{l}': 1}],1.0,rR6{f}R2{l},1.0,1803.0,0.0005546311702717693
84,80716151413121110081706-1,[{'rR6{f}lR2{l}': 2}],1.0,rR6{f}lR2{l},2.0,1803.0,0.0011092623405435386
84,8071615141312111008171,"[{'rR6{f}lf': 49, 'rR6{f}lfR2{}': 10, 'rR6{f}lfR3{}': 9, 'rR6{f}lfR6{}': 1}]",4.0,rR6{f}lf,69.0,1803.0,0.03826955074875208
84,807161514131211100817160,[{'rR6{f}lfl': 1}],1.0,rR6{f}lfl,1.0,1803.0,0.0005546311702717693
84,80716151413121110081716050,[{'rR6{f}R2{lf}': 1}],1.0,rR6{f}R2{lf},1.0,1803.0,0.0005546311702717693
84,807161514131211100817160504-1,[{'rR6{f}R9{lf}': 1}],1.0,rR6{f}R9{lf},1.0,1803.0,0.0005546311702717693
84,807161514131211100817161,[{'rR6{f}lR2{f}': 4}],1.0,rR6{f}lR2{f},4.0,1803.0,0.0022185246810870773
84,80716151413121110081716151,[{'rR6{s}lR3{s}': 2}],1.0,rR6{s}lR3{s},2.0,1803.0,0.0011092623405435386
84,8071615141312111008171615141,[{'rR6{f}lR4{f}': 1}],1.0,rR6{f}lR4{f},1.0,1803.0,0.0005546311702717693
84,8071615141312111008171615141312111,[{'rR6{f}lR7{f}': 1}],1.0,rR6{f}lR7{f},1.0,1803.0,0.0005546311702717693
84,807161514131211100817161514131211101,[{'rR6{f}lR8{f}': 1}],1.0,rR6{f}lR8{f},1.0,1803.0,0.0005546311702717693
84,807161514131211100817162,"[{'rR6{f}lfr': 6, 'rR6{s}lfr': 1}]",2.0,rR6{f}lfr,7.0,1803.0,0.003882418191902385
84,8071615141312111008172,"[{'rR6{f}lr': 2, 'rR6{f}lrR2{}': 1, 'rR6{f}R2{}lr': 1, 'rR6{f}lrR3{}': 1}]",4.0,rR6{f}lr,5.0,1803.0,0.0027731558513588465
84,807161514131211100817262,[{'rR6{f}lrf': 3}],1.0,rR6{f}lrf,3.0,1803.0,0.0016638935108153079
84,807161514131211100817262524232221201,[{'R2{rR6{f}l}': 2}],1.0,R2{rR6{f}l},2.0,1803.0,0.0011092623405435386
84,807161514131211100817263,[{'rR6{f}lR2{r}': 13}],1.0,rR6{f}lR2{r},13.0,1803.0,0.007210205213533
84,80716151413121110081726354,[{'rR6{f}lR3{r}': 17}],1.0,rR6{f}lR3{r},17.0,1803.0,0.009428729894620078
84,8071615141312111008172635445,[{'rR6{f}lR4{r}': 5}],1.0,rR6{f}lR4{r},5.0,1803.0,0.0027731558513588465
84,807161514131211101,"[{'rR7{f}': 11, 'rR2{fff}f': 1, 'rR7{s}': 3, 'rR6{f}f': 1, 'rR6{s}f': 1}]",5.0,rR7{f},17.0,1803.0,0.009428729894620078
84,807161514131211101-10,"[{'rR7{f}lR2{r}': 1, 'rR7{f}l': 6, 'rR7{s}l': 1, 'rR7{f}lf': 1, 'rR6{f}fR3{l}': 1}]",5.0,rR7{f}l,10.0,1803.0,0.005546311702717693
84,807161514131211101-11,"[{'rR8{f}': 4, 'rR4{ff}': 1, 'rR10{f}': 4, 'rR8{f}l': 2, 'rR2{ffff}': 1, 'rR7{f}f': 1, 'rR10{s}': 1, 'rR6{ffR2{}}': 1, 'rR6{f}R8{f}': 1, 'rR6{f}R7{f}': 1, 'rR6{ff}r': 1, 'rR6{ff}l': 1}]",12.0,rR8{f},19.0,1803.0,0.010537992235163616
84,807161514131211101-12,"[{'R2{rR7{f}}': 1, 'rR6{f}fR9{r}': 1, 'rR7{f}rR2{r}': 1, 'rR6{f}fr': 1, 'rR6{f}fR4{r}': 2}]",5.0,rR6{f}fR4{r},6.0,1803.0,0.0033277870216306157
84,807161514131211102,"[{'rR6{f}r': 3, 'rR6{s}r': 1}]",2.0,rR6{f}r,4.0,1803.0,0.0022185246810870773
84,807161514131211102-11,[{'rR6{f}R3{rl}': 1}],1.0,rR6{f}R3{rl},1.0,1803.0,0.0005546311702717693
84,807161514131211102-12,"[{'R2{rR6{f}}lf': 1, 'rR6{f}R9{rf}': 2, 'rR6{f}rf': 1}]",3.0,rR6{f}R9{rf},4.0,1803.0,0.0022185246810870773
84,807161514131211102-13,"[{'R2{rR6{f}r}': 1, 'rR6{f}rR2{r}': 1, 'rR6{f}R3{r}': 1, 'rR6{f}R4{r}': 1, 'rR6{f}R3{r}R3{}': 1, 'rR6{f}R2{r}': 1}]",6.0,R2{rR6{f}r},6.0,1803.0,0.0033277870216306157
84,807161514131211202-12,[{'R2{rR5{f}}': 1}],1.0,R2{rR5{f}},1.0,1803.0,0.0005546311702717693
84,807161514131221202-12,"[{'R7{rssss}': 1, 'R5{rffff}': 1}]",2.0,R7{rssss},2.0,1803.0,0.0011092623405435386
84,807161514132221202,[{'R2{rfff}': 3}],1.0,R2{rfff},3.0,1803.0,0.0016638935108153079
84,80716151423222,[{'R2{rff}': 2}],1.0,R2{rff},2.0,1803.0,0.0011092623405435386
84,807161524131211201-11,[{'rR6{frlf}': 1}],1.0,rR6{frlf},1.0,1803.0,0.0005546311702717693
84,807161524131221101-12,[{'rR6{frl}': 1}],1.0,rR6{frl},1.0,1803.0,0.0005546311702717693
84,807161524132221302-13,"[{'rR6{frlr}': 1, 'R6{R2{rfrl}}': 1}]",2.0,rR6{frlr},2.0,1803.0,0.0011092623405435386
84,8071615242,[{'R2{rf}': 1}],1.0,R2{rf},1.0,1803.0,0.0005546311702717693
84,80716152423121,[{'R2{rf}lf': 1}],1.0,R2{rf}lf,1.0,1803.0,0.0005546311702717693
84,807161524233231404,"[{'R4{rs}': 2, 'R4{rf}': 1}]",2.0,R4{rs},3.0,1803.0,0.0016638935108153079
84,807161524233231404-15,"[{'R10{rf}R10{rf}': 1, 'rR6{fr}lf': 1, 'rR6{sr}': 1, 'rsR4{rs}': 1, 'R7{rs}': 1, 'R10{rf}': 1}]",6.0,R10{rf}R10{rf},6.0,1803.0,0.0033277870216306157
84,807161524233241405,"[{'R10{rfrfr}': 1, 'R8{rfrfr}': 1, 'R4{rfrfr}': 1}]",3.0,R10{rfrfr},3.0,1803.0,0.0016638935108153079
84,80716152433423,[{'rsrrrl': 1}],1.0,rsrrrl,1.0,1803.0,0.0005546311702717693
84,807162,"[{'R2{r}': 12, 'rr': 1, 'R2{rR2{}}': 1}]",3.0,R2{r},14.0,1803.0,0.00776483638380477
84,8071625140,[{'R2{r}R2{l}': 1}],1.0,R2{r}R2{l},1.0,1803.0,0.0005546311702717693
84,80716251403-1,"[{'R2{r}R4{l}R6{f}': 1, 'rrlll': 1}]",2.0,R2{r}R4{l}R6{f},2.0,1803.0,0.0011092623405435386
84,8071625140302010008171615141,[{'R2{r}R2{l}R8{f}': 2}],1.0,R2{r}R2{l}R8{f},2.0,1803.0,0.0011092623405435386
84,807162514030211201-10,[{'R2{rrllf}': 2}],1.0,R2{rrllf},2.0,1803.0,0.0011092623405435386
84,80716251403122110081,[{'R2{rrll}': 2}],1.0,R2{rrll},2.0,1803.0,0.0011092623405435386
84,80716251413121110081,[{'rrlR4{f}l': 1}],1.0,rrlR4{f}l,1.0,1803.0,0.0005546311702717693
84,807162514231221101-11,[{'rR3{rl}R8{f}': 1}],1.0,rR3{rl}R8{f},1.0,1803.0,0.0005546311702717693
84,807162514231221102-11,"[{'rR6{rl}': 1, 'rR4{rl}R8{f}': 1}]",2.0,rR6{rl},2.0,1803.0,0.0011092623405435386
84,80716252,[{'rR4{}rR5{}fR8{}': 1}],1.0,rR4{}rR5{}fR8{},1.0,1803.0,0.0005546311702717693
84,807162524232221202,[{'R2{r}R6{f}': 1}],1.0,R2{r}R6{f},1.0,1803.0,0.0005546311702717693
84,80716253,"[{'R3{r}': 7, 'rrr': 1, 'rrrR10{}': 2}]",3.0,R3{r},10.0,1803.0,0.005546311702717693
84,80716253423120,[{'rrrlll': 1}],1.0,rrrlll,1.0,1803.0,0.0005546311702717693
84,807162534231201-1,"[{'R3{r}R4{l}R8{f}': 2, 'R3{r}R4{l}R5{f}': 1, 'R3{r}llll': 1, 'R3{r}R4{l}R7{f}': 2, 'R3{r}R4{l}R9{f}': 1}]",5.0,R3{r}R4{l}R8{f},7.0,1803.0,0.003882418191902385
84,80716253423120100081716151,[{'R3{r}R3{l}R5{f}': 2}],1.0,R3{r}R3{l}R5{f},2.0,1803.0,0.0011092623405435386
84,80716253423120100081716151413121,[{'R3{r}R3{l}R8{f}': 2}],1.0,R3{r}R3{l}R8{f},2.0,1803.0,0.0011092623405435386
84,807162534231221304-13,[{'R2{rrrll}': 1}],1.0,R2{rrrll},1.0,1803.0,0.0005546311702717693
84,8071625342332415,[{'R2{rrrl}r': 1}],1.0,R2{rrrl}r,1.0,1803.0,0.0005546311702717693
84,807162534333,[{'R3{r}R2{f}': 1}],1.0,R3{r}R2{f},1.0,1803.0,0.0005546311702717693
84,80716253433323,[{'R3{r}R3{f}': 1}],1.0,R3{r}R3{f},1.0,1803.0,0.0005546311702717693
84,8071625344,"[{'R4{r}': 97, 'rR3{r}': 3, 'R2{r}R2{r}': 1, 'rrrr': 3, 'R2{rr}': 1, 'R4{r}R4{}': 1, 'R4{r}R2{}': 1}]",7.0,R4{r},107.0,1803.0,0.059345535219079315
84,807162534433,"[{'rrrrl': 2, 'R4{r}l': 4, 'R4{r}R4{}l': 1, 'R4{r}R3{}l': 1, 'rrrrlR2{}': 1}]",5.0,R4{r}l,9.0,1803.0,0.004991680532445923
84,80716253443322,"[{'rrrrll': 6, 'R2{r}R2{r}R2{l}': 1, 'R4{r}R2{l}': 5}]",3.0,rrrrll,12.0,1803.0,0.0066555740432612314
84,8071625344332211,"[{'R4{r}R3{l}': 17, 'rR3{r}R3{l}': 1, 'R4{r}lll': 1}]",3.0,R4{r}R3{l},19.0,1803.0,0.010537992235163616
84,80716253443322110081,"[{'R4{r}R4{l}': 129, 'rR3{r}R4{l}': 5, 'R4{r}R3{l}l': 3, 'R4{r}R4{l}R7{}': 1, 'R4{r}R4{l}R2{}': 3, 'R4{r}R4{l}R8{}': 5, 'R2{rr}R2{ll}': 1, 'rR3{r}R4{l}R7{}': 1, 'R4{r}llll': 1}]",9.0,R4{r}R4{l},149.0,1803.0,0.08264004437049362
84,8071625344332211008170,"[{'R4{r}R5{l}': 9, 'R4{r}R5{l}R6{}': 2, 'R4{r}R5{l}R8{}': 1}]",3.0,R4{r}R5{l},12.0,1803.0,0.0066555740432612314
84,80716253443322110081706-1,"[{'R4{r}R10{l}R8{f}': 1, 'R4{r}R7{l}R8{f}': 2, 'R4{r}R8{l}R8{f}': 3, 'R4{r}R6{l}R8{f}': 2}]",4.0,R4{r}R8{l}R8{f},8.0,1803.0,0.004437049362174155
84,80716253443322110081706050,[{'R4{r}R5{l}R2{f}': 4}],1.0,R4{r}R5{l}R2{f},4.0,1803.0,0.0022185246810870773
84,80716253443322110081706050403020,[{'R4{r}R5{l}R5{f}': 1}],1.0,R4{r}R5{l}R5{f},1.0,1803.0,0.0005546311702717693
84,8071625344332211008170605040302010,[{'R4{r}R5{l}R6{f}': 6}],1.0,R4{r}R5{l}R6{f},6.0,1803.0,0.0033277870216306157
84,80716253443322110081706050403020100081,[{'R4{r}R5{l}R7{f}': 8}],1.0,R4{r}R5{l}R7{f},8.0,1803.0,0.004437049362174155
84,8071625344332211008170605040302010008171,"[{'R4{r}R5{l}R8{f}': 67, 'R4{r}R5{l}R8{s}': 1}]",2.0,R4{r}R5{l}R8{f},68.0,1803.0,0.03771491957848031
84,80716253443322110081706050403020100081716151,[{'R4{r}R5{l}R10{f}': 1}],1.0,R4{r}R5{l}R10{f},1.0,1803.0,0.0005546311702717693
84,8071625344332211008171,"[{'R4{r}R4{l}f': 3, 'R4{r}R3{l}lf': 1, 'R4{r}R4{l}R8{}f': 2}]",3.0,R4{r}R4{l}f,6.0,1803.0,0.0033277870216306157
84,807162534433221100817161,"[{'R4{r}R4{l}R2{f}': 10, 'R4{r}R4{l}ss': 1}]",2.0,R4{r}R4{l}R2{f},11.0,1803.0,0.006100942872989462
84,8071625344332211008171615141,[{'R4{r}R4{l}R4{f}': 4}],1.0,R4{r}R4{l}R4{f},4.0,1803.0,0.0022185246810870773
84,807162534433221100817161514131,[{'R4{r}R4{l}R5{f}': 14}],1.0,R4{r}R4{l}R5{f},14.0,1803.0,0.00776483638380477
84,80716253443322110081716151413121,"[{'R4{r}R4{l}R6{f}': 38, 'R4{r}R4{l}R6{s}': 1}]",2.0,R4{r}R4{l}R6{f},39.0,1803.0,0.021630615640599003
84,8071625344332211008171615141312111,[{'R4{r}R4{l}R7{f}': 95}],1.0,R4{r}R4{l}R7{f},95.0,1803.0,0.05268996117581808
84,807162534433221100817161514131211101-11,"[{'R4{r}R4{l}R9{f}': 23, 'R4{r}R4{l}R10{f}': 16}]",2.0,R4{r}R4{l}R9{f},39.0,1803.0,0.021630615640599003
84,8071625344332211008172,[{'R4{r}R4{l}rR7{}': 2}],1.0,R4{r}R4{l}rR7{},2.0,1803.0,0.0011092623405435386
84,8071625344332211008172635445,"[{'R4{r}R4{l}R8{r}': 2, 'R2{R4{r}R4{l}}': 1}]",2.0,R4{r}R4{l}R8{r},3.0,1803.0,0.0016638935108153079
84,807162534433221101,"[{'R4{r}R3{l}f': 8, 'rR3{r}R3{l}f': 1}]",2.0,R4{r}R3{l}f,9.0,1803.0,0.004991680532445923
84,807162534433221101-11,"[{'R4{r}R3{l}R8{f}': 5, 'R4{r}R3{l}R7{f}': 7, 'R4{r}R3{l}R6{f}': 2}]",3.0,R4{r}R3{l}R7{f},14.0,1803.0,0.00776483638380477
84,807162534433221101-12,[{'R2{R4{r}R3{l}f}': 1}],1.0,R2{R4{r}R3{l}f},1.0,1803.0,0.0005546311702717693
84,8071625344332212,[{'R4{r}R2{l}f': 4}],1.0,R4{r}R2{l}f,4.0,1803.0,0.0022185246810870773
84,807162534433221202-12,"[{'R4{r}R2{l}R8{f}': 4, 'R4{r}R2{l}R7{f}': 3, 'R4{r}R2{l}R6{f}': 1}]",3.0,R4{r}R2{l}R8{f},8.0,1803.0,0.004437049362174155
84,80716253443323,[{'R4{r}lf': 1}],1.0,R4{r}lf,1.0,1803.0,0.0005546311702717693
84,807162534433231303-13,"[{'R4{r}R4{lR9{f}}': 1, 'R4{r}R4{lR7{f}}': 1, 'R4{r}R4{lR8{f}}': 2}]",3.0,R4{r}R4{lR8{f}},4.0,1803.0,0.0022185246810870773
84,807162534433241304-13,[{'R4{r}R3{lr}': 1}],1.0,R4{r}R3{lr},1.0,1803.0,0.0005546311702717693
84,8071625344332415,[{'R2{rrrrl}': 1}],1.0,R2{rrrrl},1.0,1803.0,0.0005546311702717693
84,80716253443424,[{'R4{r}R2{f}': 1}],1.0,R4{r}R2{f},1.0,1803.0,0.0005546311702717693
84,807162534434241404-14,"[{'R4{r}R7{f}R8{f}': 1, 'R4{r}R8{f}R7{f}': 1, 'R4{r}R4{}R9{f}': 1, 'R4{r}R4{f}R7{f}': 2, 'R4{r}R3{f}R7{f}': 1}]",5.0,R4{r}R4{f}R7{f},6.0,1803.0,0.0033277870216306157
84,807162534435,"[{'R3{r}R4{r}R8{f}': 8, 'R5{r}': 7, 'R6{r}': 3, 'R4{r}R3{r}': 1, 'R4{r}R4{r}': 3, 'R4{r}R4{r}R8{f}': 15, 'R5{r}R4{l}': 2, 'rrrrrR2{}': 1, 'R4{r}R5{r}R8{f}': 3, 'R8{r}sR9{f}l': 1, 'R3{r}R3{r}R8{f}': 2, 'rR4{r}R4{l}': 3, 'R5{r}R5{l}': 1, 'R2{r}R4{r}R8{f}': 2, 'R2{rrr}': 1, 'rR4{r}R3{l}': 1, 'R6{r}R4{l}': 1, 'R5{r}R5{l}R8{f}': 1, 'R2{rrrr}': 1, 'R5{r}R4{l}R8{f}': 2, 'R6{r}lrf': 1, 'R5{r}R6{l}R8{f}': 1, 'R5{r}R5{l}R5{f}': 1, 'R6{r}R4{l}R8{f}': 1, 'R4{r}R3{r}R8{f}': 2, 'R3{r}R2{r}R8{f}': 1, 'R3{r}R5{r}R8{f}': 2, 'rR4{r}R5{l}': 1}]",28.0,R4{r}R4{r}R8{f},69.0,1803.0,0.03826955074875208
85,72,"[{'Wx=1{l}': 7, 'Wb{Wx!=1{l}f}': 9, 'W{I!b{Wx!=1{l}}}': 1, nan: 40, 'Wk{Ix=1{f}}': 1, 'Wx<1{Wx=4{l}}': 1, 'Wx<1{Wx=4{l}f}': 4, 'Ix=5{R3{l}}': 1, 'Wx=2{Wx>1{l}f}': 2, 'R5{R2{Ix=1{l}}}': 1, 'W!b{Ix=1{lf}}': 1, 'Wx=2{Ix>1{l}f}': 1, 'Wx=2{Ix<1{l}f}': 1, 'Ik{Wx=1{l}}': 1, 'Wx=1{llf}': 2, 'Wx=2{Wx!=1{l}f}': 2, 'Wx=1{R2{l}f}': 2, 'Wx=2{R2{l}f}': 1, 'Ix=1{s}': 3, 'W!b{Ix!=3{R2{l}}}': 1, 'Ix=1{f}': 2, 'Wx=2{f}': 2, 'Ix=1{l}Ix=2{f}': 4, 'Wx=1{lIx=1{f}}': 2, 'Wx=1{l}Ix=1{f}': 6, 'W!k{l}': 1, 'Ix=2{s}': 1, 'Wx!=3{l}': 9, 'Wx<1{Wx!=1{l}f}': 3, 'Wx<=1{Wx!=1{l}f}': 3, 'Wx<=2{Wx!=1{l}f}': 3, 'Ix=1{fIx!=1{l}}': 1, 'Wx=1{fIx!=1{l}}': 1, 'W{l}': 1, 'W!b{}': 5, 'Ix=1{l}': 3, 'Ix=2{l}': 2, 'Ix<3{l}': 2, 'Ix=1{f}W!k{l}': 1, 'Ix=1{r}': 2, 'R2{Wx=1{lf}}': 1, 'Ix=1{R2{l}f}': 1, 'Ix>3{R4{l}f}': 1, 'Ix=4{R4{l}f}': 1, 'W!k{Wx!=1{l}f}': 3, 'Ib{Wx!=1{l}f}': 1, 'I!k{Wx!=1{l}f}': 1, 'Wx>1{}': 1, 'Wx=1{Wx!=1{l}f}': 1, 'Wx<1{l}': 3, 'Ix=1{R2{l}}': 2, 'Wx=4{l}': 1, 'Wx=5{l}': 1, 'W!k{R5{l}f}': 1, 'Wx=1{R3{l}f}': 1, 'Wx=2{R3{l}f}': 1, 'I!k{lWx=1{f}}': 1, 'I!k{R2{l}f}': 1, 'Wb{l}Ix=1{f}': 1, 'Wx<=2{l}': 2, 'Wx<=2{l}Ix=1{f}': 1, 'Ix=1{f}Wx>3{l}': 1, 'Ix!=1{}': 1, 'Ix!=3{l}': 1}]",64.0,?,166.0,1055.0,0.15734597156398103
