task,string_square_sequence,program,distinct_programs,most_frequent_program,abs_count,task_freq,rel_count
19,5242312110544332211054433223,[{'slslllllllrr': 1}],1.0,slslllllllrr,1.0,10751.0,9.301460329271696e-05
19,52423121105443322110544333,"[{'slsllllllsrf': 3, 'slslllllls': 1, 'slfllllllsrf': 1, 'slfllllllsrr': 1}]",4.0,slsllllllsrf,6.0,10751.0,0.0005580876197563017
19,524231211054433221105444,"[{'slflllllf': 29, 'slfllllls': 4}]",2.0,slflllllf,33.0,10751.0,0.0030694819086596594
19,52423121105443322110544435,"[{'slflllllfrf': 3, 'slflllllfrlfr': 2, 'slflllllsrr': 2, 'slflllllsr': 2}]",4.0,slflllllfrf,9.0,10751.0,0.0008371314296344527
19,524231211054433221105445,[{'slflllllr': 1}],1.0,slflllllr,1.0,10751.0,9.301460329271696e-05
19,52423121105443322111,"[{'slfllllssr': 2, 'slfllllsrf': 23, 'slfllllsrrr': 1, 'slfllllfrf': 11, 'slfllllsfsrr': 1, 'slfllllf': 7, 'slfllllsrr': 3, 'slfllllfr': 1}]",8.0,slfllllsrf,49.0,10751.0,0.004557715561343131
19,52423121105443322112,"[{'slfllllr': 2, 'slfllllrf': 5}]",2.0,slfllllrf,7.0,10751.0,0.0006511022230490187
19,524231211054433222,"[{'slflllfsr': 3, 'slfllls': 118, 'slflllfrr': 15, 'slflllfrf': 41, 'slflllfr': 4, 'slflllf': 10, 'slflllfsrf': 6, 'slflllfsrr': 2, 'slflllfs': 1, 'slsllls': 9, 'slslllfrr': 3, 'slflllflllfrf': 2, 'slflllfrs': 2, 'slslllfrf': 1, 'slflllfffr': 1, 'slflllffrs': 1, 'slflllfssr': 2, 'slflllfll': 1}]",18.0,slfllls,222.0,10751.0,0.020649241930983164
19,52423121105443322211,"[{'slflllslllfrf': 2, 'slflllsl': 5, 'slflllslls': 4, 'slflllsll': 9, 'slflllsllfrlfr': 2, 'slflllsllrf': 1, 'slflllslrrf': 1, 'slflllslf': 13, 'slflllsls': 1, 'slflllslfr': 1, 'slflllslr': 1, 'slflllsllllsff': 4}]",12.0,slflllslf,44.0,10751.0,0.0040926425448795465
19,52423121105443322212,"[{'slflllsff': 3, 'slflllsfr': 9, 'slflllss': 8, 'slflllsss': 1, 'slflllsfrf': 22, 'slflllsfrfr': 1, 'slflllsf': 9, 'slslllss': 1, 'slflllsfrr': 6, 'slflllsfsrr': 1, 'slflllsfs': 1, 'slflllssrf': 3, 'slflllssr': 1, 'slflllssrr': 1, 'slflllsfl': 1, 'slslllsfsrf': 1, 'slslllsfrf': 3, 'slflllsfrs': 1, 'slflllsfsr': 1}]",19.0,slflllsfrf,74.0,10751.0,0.006883080643661055
19,52423121105443322213,"[{'slflllsr': 102, 'slslllsr': 5}]",2.0,slflllsr,107.0,10751.0,0.009952562552320715
19,5242312110544332221302-11,[{'slflllsrllfrf': 1}],1.0,slflllsrllfrf,1.0,10751.0,9.301460329271696e-05
19,5242312110544332221303-12,[{'slflllsrfl': 1}],1.0,slflllsrfl,1.0,10751.0,9.301460329271696e-05
19,5242312110544332221303-13,"[{'slflllsrff': 13, 'slflllsrfff': 3, 'slflllsrffff': 12}]",3.0,slflllsrff,28.0,10751.0,0.0026044088921960747
19,5242312110544332221304-14,[{'slflllsrrf': 2}],1.0,slflllsrrf,2.0,10751.0,0.00018602920658543392
19,5242312110544332221304-15,[{'slflllsrrr': 1}],1.0,slflllsrrr,1.0,10751.0,9.301460329271696e-05
19,524231211054433223,"[{'slflllrs': 1, 'slslllrf': 1, 'slslllr': 1, 'slflllrf': 9, 'slflllrsf': 4, 'slflllrr': 1, 'slflllrsrf': 1, 'slflllrsfrf': 1, 'slslllrs': 1, 'slflllr': 3}]",10.0,slflllrf,23.0,10751.0,0.00213933587573249
19,5242312110544333,"[{'slfllsr': 18, 'flslls': 2, 'slfllsrf': 70, 'flfllssf': 4, 'slfllsfrf': 7, 'slfllslrf': 2, 'slfllssrf': 3, 'slflls': 24, 'flfllslsrf': 2, 'flfllfsrf': 1, 'flfllss': 4, 'flflls': 29, 'slfllf': 10, 'slfllsrs': 1, 'flfllsfsrr': 2, 'slfllsfr': 2, 'slfllfrf': 9, 'slfllsrr': 16, 'slfllslr': 1, 'slfllsllfsrr': 1, 'slfllffrf': 1, 'slfllfs': 2, 'slfllslsfs': 1, 'flfllssss': 1, 'flfllssrf': 9, 'slfllss': 3, 'flfllssffl': 1, 'flfllsl': 7, 'flfllslffrf': 1, 'flfllsss': 2, 'slfllfr': 2, 'flfllsll': 2, 'slfllfrr': 1, 'flfllssrr': 2, 'flfllslsrr': 2, 'slfllsllsr': 2, 'flfllslsfsrf': 1, 'slfllsrff': 1, 'slsllfrf': 1, 'slsllsrf': 1, 'slfllsrfl': 3, 'flfllfrfs': 1, 'flfllssr': 6, 'flfllsssssssssss': 1, 'flfllsssr': 1, 'flfllsfrf': 2, 'flfllslssrf': 1, 'slfllslrrf': 1, 'slfllsl': 3, 'flfllssl': 2, 'flfllslf': 1, 'flfllfs': 1, 'flfllsrl': 3, 'flfllslsfr': 1, 'flfllslsf': 2, 'flfllsf': 1, 'flfllf': 1, 'slfllsll': 1, 'slfllslllsrf': 1, 'slfllsllllsrf': 2, 'slfllslfr': 1, 'flfllsslf': 1, 'flfllslsfrf': 3, 'slsllslfrf': 1, 'flfllfrff': 1, 'flfllfr': 1, 'slfllfsr': 1, 'slfllfl': 3, 'slsllsl': 3, 'slfllslf': 3, 'slfllfls': 1, 'slfllslfrf': 2, 'flsllssr': 1, 'slfllsf': 1, 'slfllslrr': 1, 'flsllssllfr': 1, 'flfllslsr': 1, 'slfllfsrr': 1, 'flfllslllf': 1, 'slfllfsrf': 2, 'flfllssff': 8, 'slfllfflf': 1, 'slfllffl': 1}]",83.0,slfllsrf,326.0,10751.0,0.03032276067342573
19,5242312110544334,"[{'slfllrf': 7, 'slfllrsfs': 1, 'slfllrr': 1, 'slfllrlls': 1, 'slfllrlrs': 1, 'slfllrl': 1, 'slfllrsfl': 1, 'flfllrf': 2, 'flfllrssrf': 1, 'flfllrsslf': 2, 'flfllrssl': 1, 'flfllrss': 1, 'flfllr': 3, 'slfllrsrr': 1, 'slfllrflf': 1, 'slfllr': 1}]",16.0,slfllrf,26.0,10751.0,0.0024183796856106408
19,52423121105444,"[{'slflf': 24, 'flflf': 28, 'flfls': 24, 'slfls': 5, 'slsls': 1, 'flslf': 1, 'flsls': 2, 'slslf': 2}]",8.0,flflf,87.0,10751.0,0.008092270486466374
19,5242312110544433,"[{'slflfllsrf': 5, 'slflfllrs': 2, 'flflfll': 1, 'flflsl': 2, 'slflflllsfrf': 1, 'slflflll': 1, 'slflflsrr': 3, 'flflslsrr': 1, 'flflfllssr': 1, 'slflfl': 2, 'slflfllsrr': 2, 'flflflflf': 1, 'flflfllf': 1, 'flflflf': 1, 'flflflfl': 1, 'slflflllsrff': 1, 'slslsllll': 3, 'slflsllrf': 1, 'slflflllsrf': 6, 'slflflllsrr': 4, 'flflfllsf': 1, 'flflfllfs': 2, 'slflfls': 3, 'slflflls': 3, 'slflfllsfrf': 2, 'slflflsfrf': 2, 'flslsl': 1, 'flflsllsr': 1, 'slflfll': 3, 'slflflr': 1, 'flslflfr': 1, 'flslfllfr': 1, 'flflfllssrf': 1, 'slflsllsrf': 1, 'flflfl': 1}]",35.0,slflflllsrf,64.0,10751.0,0.005952934610733885
19,5242312110544434,"[{'flflssf': 2, 'flflfssf': 1, 'flflfs': 7, 'flflsss': 1, 'flflsf': 6, 'flflfssss': 1, 'slflss': 1, 'flflsfsff': 1, 'flflsfsfs': 2, 'flflfsfsff': 2, 'flflfssfssff': 1, 'flflfss': 3, 'slflssff': 3, 'slslffllls': 1, 'slslffll': 1, 'flslfssf': 1, 'flflfffff': 1, 'flflss': 6, 'slflfssf': 2, 'slflfsf': 1, 'slflffs': 1, 'slflffsss': 1, 'slflfs': 1, 'flflfssssssf': 1, 'slflssll': 1, 'flflfsssss': 1, 'slflfsllffr': 1, 'slflfsllff': 1, 'slflfsll': 1, 'slflssllfffr': 1, 'slflsslllrlr': 1, 'flflssfffff': 1, 'slslfflllfrr': 1, 'flflssss': 1, 'flflsff': 1, 'flflffffssrf': 2, 'flflssr': 1, 'slflssfff': 1, 'slflffsrf': 2, 'flflssrf': 2, 'flflfssrf': 1, 'slflfss': 1, 'flflssff': 1, 'flslffr': 1, 'flslssllfr': 1, 'flflfsss': 1}]",46.0,flflfs,73.0,10751.0,0.006790066040368338
19,5242312110544435,"[{'slflsrf': 5, 'flflsrf': 2, 'flflfrf': 1, 'flflfrfs': 1, 'flflfrffsfs': 1, 'flflfrfflffffrfffff': 1, 'flflfr': 1, 'slflfrllff': 1, 'slflsrr': 3, 'slflfrs': 1, 'flflsr': 1, 'slflsr': 2}]",12.0,slflsrf,20.0,10751.0,0.001860292065854339
19,52423121105445,"[{'slflrsrf': 1, 'slflrrrr': 2, 'slflrrrrrrrrrrrr': 1, 'slflrrrrr': 1, 'slflrrr': 1, 'slflrr': 1, 'slflr': 7, 'slflrllfrf': 3, 'slflrs': 1, 'slflrrslf': 3, 'flflr': 5, 'slflrrs': 2, 'slflrlsrf': 2, 'slflrrrf': 1, 'slflrrf': 4, 'slflrrrrf': 1, 'slflrlllf': 1, 'slflrlf': 1, 'slflrff': 1, 'slflrrsrr': 2, 'slflrslf': 1, 'flflrs': 1}]",22.0,slflr,43.0,10751.0,0.003999627941586829
19,5242312111,"[{'slffl': 97, 'flfs': 17, 'flssll': 2, 'slfflllssrf': 1, 'slffll': 35, 'flffls': 1, 'flffrsf': 2, 'flffsf': 4, 'slff': 31, 'flfslf': 1, 'slfsfrf': 1, 'slsfrf': 1, 'slsff': 3, 'slfsf': 7, 'slsf': 3, 'slfs': 10, 'flfflff': 2, 'slfflllssr': 3, 'flss': 8, 'flsf': 3, 'slffllrs': 1, 'flsfl': 2, 'flfsf': 23, 'flfsrf': 2, 'flssrr': 1, 'slfflls': 3, 'slffllsfsrf': 1, 'slffls': 1, 'slffllls': 5, 'slffllsrs': 1, 'flff': 15, 'slfflllsrf': 37, 'flfsss': 1, 'slfflllfrr': 4, 'slfflllsfrf': 4, 'slffllsrf': 19, 'slffllfrf': 8, 'flfflf': 9, 'flfss': 5, 'slssll': 1, 'slffflll': 2, 'flsff': 2, 'slffllsrr': 3, 'flsfllllsrr': 1, 'flfssf': 6, 'slfflllfrf': 24, 'slffs': 2, 'flffl': 19, 'flsfff': 1, 'slssl': 2, 'flfsff': 3, 'slfflll': 11, 'flfsssf': 1, 'slfflllll': 3, 'flfflfr': 2, 'slfflf': 4, 'slfflssll': 2, 'slffllr': 1, 'flfflfsssss': 1, 'flfflssf': 2, 'slffrllff': 1, 'slffllsllsr': 1, 'flfsssff': 2, 'slffllsr': 2, 'slffllll': 2, 'slfsssf': 2, 'flffs': 4, 'flfsr': 1, 'slsfsflllsfsrf': 1, 'slssflllsfsrf': 1, 'slsflllsfsrf': 1, 'slfflsrr': 2, 'slsffl': 1, 'flfflrss': 1, 'slsfff': 2, 'flfflsff': 2, 'flsss': 1, 'flssss': 2, 'slfflllslf': 2, 'slfffll': 1, 'slfflllsrr': 6, 'slfflllfr': 2, 'slffllsrfl': 1, 'flffsssff': 3, 'flsfs': 1, 'slffllsl': 2, 'flssls': 1, 'flfssssssf': 1, 'flfssrff': 1, 'flfsssss': 1, 'slfflr': 2, 'slfflrrf': 2, 'slssllsl': 1, 'slfflrs': 5, 'flfff': 1, 'flfflflf': 1, 'flsssssf': 1, 'slfflllsr': 4, 'slffllsfrf': 1, 'flffsfsf': 1, 'slffllf': 1, 'slfflllf': 1, 'slfflllsfrr': 1, 'slffr': 1, 'slfflllsllllsff': 1, 'slfsflllsllsrf': 1, 'slffrrsrr': 2, 'flsslll': 1, 'flssllll': 1, 'flssr': 1, 'flssllssllfr': 1, 'slfflsrf': 2, 'slsfllllr': 1, 'flfsl': 1, 'flssrf': 2, 'flfflssrf': 1, 'flffllsfsrf': 1}]",117.0,slffl,557.0,10751.0,0.051809134034043344
19,5242312112,"[{'flfrs': 3, 'flsr': 4, 'slfrrsrf': 1, 'slfrl': 1, 'flfrf': 4, 'slsrrf': 1, 'slsr': 10, 'slsrf': 2, 'flfrsrf': 1, 'slfr': 15, 'slsrr': 2, 'flfr': 6, 'slsrrr': 2, 'slsrl': 1, 'slfrllfrf': 2, 'flfrsf': 3, 'slfrrrslf': 2, 'flfrrs': 1, 'slfrrr': 4, 'flsrs': 2, 'slfrlllsrf': 2, 'flfrff': 1, 'slfrrs': 1, 'slfrsf': 2, 'flfrsr': 1, 'flfrlsffsr': 1, 'flfrl': 1, 'slfrsrf': 1, 'slfrrsrr': 1, 'slfrr': 1}]",30.0,slfr,79.0,10751.0,0.0073481536601246395
19,52423122,"[{'flrs': 3, 'slrr': 3, 'slrf': 1, 'slr': 6, 'slrrr': 1, 'slrs': 6, 'flrf': 1, 'flrff': 2, 'flr': 6, 'slrl': 1, 'flrls': 1, 'slrslrrr': 1, 'slrsllfllfll': 1, 'slrsl': 1}]",14.0,slr,34.0,10751.0,0.0031624965119523766
19,524232,"[{'ffll': 2, 'ss': 349, 'fs': 85, 'sf': 17, 'fflll': 2, 'ffs': 4, 'ffsfs': 1, 'fff': 2, 'ff': 5, 'ffl': 2, 'ffffffffffllllllllllrrrrrrrrrrr': 2, 'fffl': 2, 'ffsr': 1, 'ffsll': 1, 'ffrlllr': 8, 'fffssl': 1, 'fffll': 1, 'fflfff': 1, 'ffslflf': 1}]",19.0,ss,487.0,10751.0,0.04529811180355316
19,52423221,"[{'fsl': 56, 'ssl': 106, 'sfl': 12}]",3.0,ssl,174.0,10751.0,0.01618454097293275
19,524232211054,"[{'ssll': 196, 'fsll': 153, 'sfll': 13}]",3.0,ssll,362.0,10751.0,0.03367128639196354
19,52423221105443,"[{'fslll': 47, 'sslll': 56, 'sflll': 1}]",3.0,sslll,104.0,10751.0,0.009673518742442563
19,5242322110544332,"[{'fsllll': 32, 'ssllll': 56, 'sfllll': 1}]",3.0,ssllll,89.0,10751.0,0.00827829969305181
19,524232211054433221,"[{'fslllll': 8, 'sslllll': 16, 'sflllll': 1}]",3.0,sslllll,25.0,10751.0,0.002325365082317924
19,5242322110544332211054,"[{'fsllllll': 8, 'ssllllll': 7}]",2.0,fsllllll,15.0,10751.0,0.0013952190493907544
19,524232211054433221105443,"[{'fslllllll': 3, 'sslllllll': 1}]",2.0,fslllllll,4.0,10751.0,0.00037205841317086783
19,52423221105443322110544332,"[{'fsllllllll': 2, 'ssllllllll': 2}]",2.0,fsllllllll,4.0,10751.0,0.00037205841317086783
19,52423221105443322110544332211054,[{'ssllllllllll': 2}],1.0,ssllllllllll,2.0,10751.0,0.00018602920658543392
19,524232211054433221105443322110544332211054,[{'ssllllllllllllll': 3}],1.0,ssllllllllllllll,3.0,10751.0,0.00027904380987815085
19,5242322110544332211054433221105443322110544332,[{'fsllllllllllllllll': 1}],1.0,fsllllllllllllllll,1.0,10751.0,9.301460329271696e-05
19,524232211054433221105443322111,[{'fslllllllllff': 1}],1.0,fslllllllllff,1.0,10751.0,9.301460329271696e-05
19,5242322110544332211054433222,[{'fslllllllls': 1}],1.0,fslllllllls,1.0,10751.0,9.301460329271696e-05
19,524232211054433221105443322211,[{'fsllllllllslf': 1}],1.0,fsllllllllslf,1.0,10751.0,9.301460329271696e-05
19,524232211054433221105443322212,"[{'ssllllllllffrf': 2, 'ssllllllllss': 1}]",2.0,ssllllllllffrf,3.0,10751.0,0.00027904380987815085
19,524232211054433221105443322213,"[{'fsllllllllsr': 1, 'ssllllllllfr': 1}]",2.0,fsllllllllsr,2.0,10751.0,0.00018602920658543392
19,52423221105443322110544332221303,"[{'ssllllllllfrf': 1, 'fsllllllllsrf': 6}]",2.0,fsllllllllsrf,7.0,10751.0,0.0006511022230490187
19,52423221105443322110544333,[{'fslllllllf': 1}],1.0,fslllllllf,1.0,10751.0,9.301460329271696e-05
19,524232211054433221105444,"[{'fsllllllf': 1, 'sfllllllf': 2}]",2.0,sfllllllf,3.0,10751.0,0.00027904380987815085
19,52423221105443322110544434,"[{'sfllllllff': 1, 'ssllllllff': 1}]",2.0,sfllllllff,2.0,10751.0,0.00018602920658543392
19,52423221105443322110544435,[{'ssllllllfrf': 1}],1.0,ssllllllfrf,1.0,10751.0,9.301460329271696e-05
19,524232211054433221105445,[{'ssllllllr': 1}],1.0,ssllllllr,1.0,10751.0,9.301460329271696e-05
19,52423221105443322111,"[{'sslllllfrf': 5, 'sslllllfffrr': 1, 'sslllllffrf': 1, 'fslllllsrf': 3, 'sslllllf': 3, 'fslllllsrff': 2, 'sslllllsf': 2, 'ssllllls': 1, 'fslllllsfrf': 1, 'sslllllfrfr': 1, 'sslllllfrrffr': 1, 'sslllllfr': 1, 'fslllllfllsrf': 3}]",13.0,sslllllfrf,25.0,10751.0,0.002325365082317924
19,52423221105443322112,"[{'sslllllrrr': 1, 'sslllllrf': 1, 'sslllllrlrfrr': 1}]",3.0,sslllllrrr,3.0,10751.0,0.00027904380987815085
19,524232211054433222,"[{'fslllls': 21, 'fsllllf': 2, 'fsllllfffrf': 1, 'fsllllfffrsf': 1, 'fsllllfsrf': 4, 'fsllllfsrfs': 1, 'fsllllfs': 2, 'fsllllfrff': 1, 'sfllllfrf': 1, 'fsllllfrf': 4, 'ssllllf': 5, 'sslllls': 2, 'fsllllfrs': 1}]",13.0,fslllls,46.0,10751.0,0.00427867175146498
19,52423221105443322211,"[{'fsllllsl': 6, 'ssllllfllrf': 1, 'ssllllfll': 1}]",3.0,fsllllsl,8.0,10751.0,0.0007441168263417357
19,52423221105443322212,"[{'fsllllsfrf': 2, 'ssllllfflllfrf': 1, 'fsllllsf': 1, 'sfllllsfrf': 1, 'ssllllss': 1, 'ssllllffrff': 1, 'fsllllssrf': 1}]",7.0,fsllllsfrf,8.0,10751.0,0.0007441168263417357
19,52423221105443322213,"[{'fsllllsr': 15, 'ssllllfr': 9}]",2.0,fsllllsr,24.0,10751.0,0.002232350479025207
19,5242322110544332221302,"[{'fsllllsrl': 1, 'ssllllfrl': 1}]",2.0,fsllllsrl,2.0,10751.0,0.00018602920658543392
19,5242322110544332221303,"[{'fsllllsrf': 60, 'ssllllfrf': 56, 'sfllllsrf': 5, 'ssllllsrf': 4, 'ssllllsrs': 2}]",5.0,fsllllsrf,127.0,10751.0,0.011812854618175054
19,5242322110544332221303-12,[{'ssllllfrfl': 1}],1.0,ssllllfrfl,1.0,10751.0,9.301460329271696e-05
19,5242322110544332221303-13,"[{'ssllllfrff': 2, 'fsllllsrff': 1}]",2.0,ssllllfrff,3.0,10751.0,0.00027904380987815085
19,5242322110544332221304,"[{'ssllllfrr': 13, 'sfllllsrr': 4, 'fsllllsrr': 9}]",3.0,ssllllfrr,26.0,10751.0,0.0024183796856106408
19,524232211054433223,"[{'ssllllrrr': 3, 'fsllllr': 3, 'ssllllrsfrf': 1, 'fsllllrsrr': 2, 'ssllllrf': 5, 'ssllllrrf': 1, 'ssllllr': 1, 'fsllllrf': 1}]",8.0,ssllllrf,17.0,10751.0,0.0015812482559761883
19,5242322110544333,"[{'sflllsfrf': 1, 'fslllsrff': 1, 'fslllslrff': 1, 'fslllslllf': 2, 'fslllsllll': 1, 'sslllfrf': 1, 'fslllflrrr': 1, 'sslllf': 2, 'sslllfr': 1, 'sflllff': 1, 'sflllf': 1, 'fsllls': 3, 'fslllsrlr': 1, 'ssllls': 5, 'sslllfflllfrf': 2, 'fslllsr': 2, 'fslllf': 1, 'sflllsrr': 1, 'sflllfrf': 1, 'sslllffsf': 1, 'sslllfrr': 1, 'sslllsss': 1, 'sslllsssl': 1, 'sslllfl': 1, 'sslllssllfr': 1, 'fslllsl': 1, 'fslllfsr': 1}]",27.0,ssllls,37.0,10751.0,0.0034415403218305274
19,5242322110544334,"[{'sslllrfrf': 2, 'sslllrf': 2, 'fslllrs': 2, 'sslllr': 3, 'fslllrf': 1, 'sflllrf': 1, 'sslllrs': 1}]",7.0,sslllr,12.0,10751.0,0.0011161752395126034
19,52423221105444,"[{'sslls': 6, 'ssllf': 13, 'fsllf': 4, 'sfllf': 4, 'fslls': 1}]",5.0,ssllf,28.0,10751.0,0.0026044088921960747
19,5242322110544433,"[{'ssllfllf': 1, 'ssllfllll': 2, 'fsllflllll': 1, 'fsllfl': 2, 'ssllfl': 5, 'fsllflllf': 2, 'fsllflllsrf': 2, 'ssllfll': 3, 'fsllfllfrff': 1, 'ssllflls': 1, 'fsllfllllllsfrf': 1, 'ssllflsfrf': 2, 'sfllfllsrf': 1, 'ssllflrs': 2, 'sfllfls': 1}]",15.0,ssllfl,27.0,10751.0,0.002511394288903358
19,5242322110544434,"[{'fsllfs': 2, 'fsllfss': 1, 'fsllss': 1, 'fsllffll': 1, 'ssllss': 1, 'ssllffssf': 1, 'sfllfss': 1, 'fsllff': 1, 'ssllffl': 3, 'ssllfsfrf': 1}]",10.0,ssllffl,13.0,10751.0,0.0012091898428053204
19,5242322110544435,"[{'sfllfrf': 1, 'ssllfrr': 1}]",2.0,sfllfrf,2.0,10751.0,0.00018602920658543392
19,52423221105445,"[{'ssllrl': 1, 'ssllr': 4, 'fsllr': 3, 'ssllrrrrrrfll': 2}]",4.0,ssllr,10.0,10751.0,0.0009301460329271695
19,5242322111,"[{'sslf': 32, 'fsls': 4, 'sflflf': 2, 'sflfllsflf': 1, 'sslflllsrf': 1, 'sslfl': 31, 'sslffl': 50, 'sslfflllfrf': 32, 'fslflllslllfrf': 2, 'sslffr': 6, 'sflfl': 22, 'sslsl': 2, 'sslff': 28, 'sslfrf': 3, 'sslfflllssr': 1, 'ssls': 3, 'fslf': 9, 'fslfl': 13, 'fslflllsrf': 5, 'sflf': 5, 'sslffll': 11, 'fslfs': 1, 'fslfll': 5, 'sflff': 2, 'sflflllfrf': 1, 'fslfsrf': 3, 'fslflllsfrf': 6, 'sflflllsfrf': 5, 'sslflllsfrf': 1, 'sslfflll': 7, 'fslflf': 2, 'fslff': 1, 'fslfsf': 1, 'fslfssfl': 1, 'sslfrrf': 3, 'sslffllfrf': 7, 'sflflllsrrr': 1, 'sslflllsfsrr': 1, 'sslflllfrr': 5, 'sflsfllllsrr': 1, 'sflfll': 5, 'sslffllls': 1, 'sslfll': 10, 'sslflf': 3, 'fslflllll': 2, 'sslfr': 6, 'sslffrr': 2, 'sslffrrf': 1, 'sslfflfff': 1, 'sflfflfllfr': 1, 'sslfrsrf': 1, 'sflfllsr': 1, 'sslflllfrf': 11, 'fslfr': 1, 'sflflsf': 1, 'sflfllllf': 1, 'sflflflll': 1, 'sslffllrfrf': 1, 'sslfllfrf': 2, 'fslfllslsfsrf': 1, 'sslsllfrf': 1, 'fslflllslf': 1, 'sflflllsrf': 7, 'sslsfsflllsfsrf': 2, 'sslflllrsfrf': 1, 'sslfflllfrr': 8, 'sflfllfrf': 2, 'sslfss': 1, 'sslfflllffrff': 1, 'sslffls': 3, 'sflflllslf': 1, 'sslfflllfr': 2, 'fslsf': 1, 'fslssssf': 1, 'fslffl': 5, 'sflflrrrrf': 1, 'sslss': 1, 'fslflllfrr': 2, 'sflflllfrr': 1, 'sslflllllr': 1, 'sslfllll': 1, 'fslflllfrff': 2, 'fslflllrr': 1, 'sflflllrr': 2, 'fslflllsrff': 1, 'fslfflls': 2, 'sslffrf': 1, 'sslflssfff': 1, 'sslfflllrf': 2, 'sslffllrf': 1, 'fslflllllf': 1, 'sslfflrrf': 2, 'sslfrrr': 1, 'fslflll': 1, 'sslfff': 1, 'sslflllsf': 1, 'sslfflf': 3, 'sslflfrr': 1, 'sslflllll': 1, 'sslfflllll': 1, 'sslfllsfrf': 2, 'sflflllsrr': 1, 'sslflr': 1, 'sslflllllf': 1, 'fslflfllllf': 1, 'sflfllsrf': 3, 'sslflllllllsff': 1, 'sslfrr': 2, 'sslfrll': 1, 'sflflrrsrf': 1, 'sslfsf': 1, 'sslfflrf': 4, 'sslffllffrf': 1, 'sslffllr': 1, 'sslffllll': 2, 'sflflsrr': 1, 'sflfllslllf': 2, 'sslflsllrf': 1, 'fslffll': 2, 'sslfllrf': 3, 'sflflsrf': 1, 'sslflllfll': 1, 'sflfllll': 7, 'sfls': 1, 'sslfllllr': 2, 'sflflllrf': 1, 'fslsss': 1, 'fslsr': 2, 'fslfllsrf': 1, 'sslflll': 1, 'fslsll': 1, 'fslfss': 1, 'sslffllfflf': 1}]",133.0,sslffl,493.0,10751.0,0.04585619942330946
19,5242322112,"[{'sslrrf': 2, 'sslr': 10, 'sslrr': 3, 'sslrlllsf': 1, 'fslr': 1}]",5.0,sslr,17.0,10751.0,0.0015812482559761883
19,52423222,"[{'sffl': 1, 'sfs': 6, 'sss': 30, 'fss': 89, 'ssf': 7, 'fsfs': 9, 'fsfl': 2, 'fsfsllllfrf': 2, 'fsfr': 2, 'sffllfrf': 1, 'fsfllllsrf': 1, 'sffr': 1, 'sffff': 1, 'fsffll': 3, 'fsfll': 1, 'sffllsllsr': 1, 'fsfsfsf': 1, 'sfflllllf': 1, 'fsfsl': 2, 'fsfffl': 1, 'fsfsfs': 1, 'fsfslff': 3, 'sfflll': 1, 'sfflllsrr': 1, 'sffllsrf': 1, 'fsfsrr': 2, 'sfflllsrf': 3, 'sfflf': 2, 'fsf': 1}]",29.0,fss,177.0,10751.0,0.016463584782810903
19,5242322211,"[{'fssl': 20, 'sfslf': 1, 'sfslllllfrf': 2, 'ssflflllfrf': 8, 'ssflfl': 17, 'ssflflllr': 1, 'sssl': 3, 'ssfll': 2, 'fssllll': 1, 'ssfl': 8, 'fsslf': 9, 'fsslflllfrf': 2, 'ssflflllsfrf': 2, 'fssll': 6, 'fsslss': 1, 'sfslfflllfrr': 1, 'ssflff': 3, 'ssflfssff': 2, 'ssflfrf': 1, 'ssflfrsf': 1, 'ssflflllfrl': 1, 'fssllf': 4, 'ssflrr': 1, 'fsslfl': 4, 'ssflfll': 2, 'ssslffl': 1, 'fsslff': 3, 'ssflflllfrr': 3, 'sfslfl': 1, 'fsslfr': 2, 'fsslrrr': 2, 'sfsllllsrf': 1, 'fssllsrr': 1, 'ssflf': 5, 'sfslflllfrf': 2, 'ssflflf': 1, 'fsslflfrf': 1, 'sfslllllsrf': 2, 'ssflflllsf': 1, 'fsslfrrr': 1, 'ssflllfrr': 1, 'ssfllf': 1, 'sfslfflllfrf': 1, 'ssflfllffrf': 1, 'ssflllssllfr': 1, 'fssls': 2, 'ssflflrs': 1, 'sfslfllllr': 1, 'ssflflllrf': 1, 'sfslrf': 1, 'fsslfs': 1, 'ssflrrf': 2, 'fssllllsrf': 1, 'fsslll': 1}]",54.0,fssl,146.0,10751.0,0.013580132080736676
